Species,Date,Colony,planula.number,Length,Width,Notes
P. astreoides,20180712,R-8-B,2,0.802,0.672,
P. astreoides,20180712,R-8-B,3,0.89,0.776,
P. astreoides,20180712,R-8-B,4,0.841,0.794,
P. astreoides,20180712,R-8-B,5,1.07,0.924,
P. astreoides,20180712,R-8-B,6,0.969,0.825,
P. astreoides,20180712,R-8-B,7,0.884,0.784,
P. astreoides,20180712,R-8-B,8,0.773,0.763,
P. astreoides,20180712,R-8-B,9,0.923,0.874,
P. astreoides,20180712,R-8-B,10,0.995,0.643,
P. astreoides,20180712,P-4-A,1,0.735,0.667,
P. astreoides,20180712,P-4-A,2,0.814,0.735,
P. astreoides,20180712,P-4-A,3,0.871,0.531,
P. astreoides,20180712,P-4-A,4,0.752,0.501,
P. astreoides,20180712,P-4-A,5,0.784,0.456,
P. astreoides,20180712,P-4-A,6,0.703,0.623,
P. astreoides,20180712,P-4-A,7,0.864,0.654,
P. astreoides,20180712,P-4-A,8,0.967,0.776,
P. astreoides,20180712,P-4-A,9,0.698,0.651,
P. astreoides,20180712,P-6-B,1,0.692,0.572,
P. astreoides,20180712,P-6-B,2,0.789,0.647,
P. astreoides,20180712,P-6-B,3,0.815,0.723,
P. astreoides,20180712,P-6-B,4,0.734,0.687,
P. astreoides,20180712,P-6-B,5,0.731,0.625,
P. astreoides,20180712,P-6-B,6,0.804,0.551,
P. astreoides,20180712,P-6-B,7,0.61,0.588,
P. astreoides,20180712,P-6-B,8,0.748,0.737,
P. astreoides,20180712,P-6-B,9,0.794,0.7,
P. astreoides,20180712,P-6-B,10,0.726,0.682,
P. astreoides,20180712,P-12-B,1,0.691,0.672,
P. astreoides,20180712,P-12-B,2,0.596,0.57,
P. astreoides,20180712,P-12-B,3,0.648,0.598,
P. astreoides,20180712,P-12-B,4,0.713,0.692,
P. astreoides,20180712,P-12-B,5,0.756,0.671,
P. astreoides,20180712,P-12-B,6,0.677,0.647,
P. astreoides,20180712,P-12-B,7,0.573,0.534,
P. astreoides,20180712,P-12-B,8,0.861,0.815,
P. astreoides,20180712,P-12-B,9,0.613,0.608,
P. astreoides,20180712,P-12-B,10,0.579,0.412,
P. astreoides,20180712,P-16-A,1,0.931,0.885,
P. astreoides,20180712,P-16-A,2,0.635,0.523,
P. astreoides,20180712,P-16-A,3,0.768,0.722,
P. astreoides,20180712,P-16-A,4,0.766,0.593,
P. astreoides,20180712,P-16-A,5,0.69,0.6,
P. astreoides,20180712,P-16-A,6,0.762,0.676,
P. astreoides,20180712,P-16-A,7,0.988,0.894,
P. astreoides,20180712,P-16-A,8,0.944,0.787,
P. astreoides,20180712,P-16-A,9,0.962,0.778,
P. astreoides,20180712,P-16-A,10,0.728,0.673,
P. astreoides,20180712,R-7-A,1,0.857,0.733,
P. astreoides,20180712,R-7-A,2,0.96,0.947,
P. astreoides,20180712,R-7-A,3,1.018,0.948,
P. astreoides,20180712,R-7-A,4,1.162,0.884,
P. astreoides,20180712,R-7-A,5,1.121,0.859,
P. astreoides,20180712,R-7-A,6,1.043,0.9,
P. astreoides,20180712,R-7-A,7,0.94,0.895,
P. astreoides,20180712,P-19-A,1,1.151,0.859,
P. astreoides,20180712,P-19-A,2,1.148,0.982,
P. astreoides,20180712,P-19-A,3,1.098,0.905,
P. astreoides,20180712,P-19-A,4,1.01,0.643,
P. astreoides,20180712,P-19-A,5,1.071,0.764,
P. astreoides,20180712,P-19-A,6,0.987,0.933,
P. astreoides,20180712,P-19-A,7,0.911,0.877,
P. astreoides,20180712,P-19-A,8,1.031,0.81,
P. astreoides,20180712,P-19-A,9,1.038,0.809,
P. astreoides,20180713,P-19-B,1,0.896,0.873,
P. astreoides,20180713,P-19-B,2,0.737,0.721,
P. astreoides,20180713,P-19-B,3,0.791,0.753,
P. astreoides,20180713,P-19-B,4,0.729,0.638,
P. astreoides,20180713,P-19-B,5,0.796,0.789,
P. astreoides,20180713,P-19-B,6,0.639,0.534,
P. astreoides,20180713,P-19-B,7,0.888,0.857,
P. astreoides,20180713,P-19-B,8,0.681,0.653,
P. astreoides,20180713,P-19-B,9,0.743,0.719,
P. astreoides,20180713,P-19-B,10,0.809,0.8,
P. astreoides,20180713,R-19-B,1,0.705,0.685,
P. astreoides,20180713,R-19-B,2,0.986,0.861,
P. astreoides,20180713,R-19-B,3,0.812,0.809,
P. astreoides,20180713,R-19-B,4,0.883,0.859,
P. astreoides,20180713,R-19-B,5,1.038,0.972,
P. astreoides,20180713,R-19-B,6,0.874,0.852,
P. astreoides,20180713,R-19-B,7,0.877,0.82,
P. astreoides,20180713,R-19-B,8,0.734,0.538,
P. astreoides,20180713,R-19-B,9,0.77,0.737,
P. astreoides,20180713,R-19-B,10,0.9,0.86,
P. astreoides,20180713,R-15-B,1,0.945,0.927,
P. astreoides,20180713,R-15-B,2,0.935,0.843,
P. astreoides,20180713,R-15-B,3,0.903,0.837,
P. astreoides,20180713,R-15-B,4,1.071,0.964,
P. astreoides,20180713,R-15-B,5,0.721,0.561,
P. astreoides,20180713,R-15-B,6,0.968,0.685,
P. astreoides,20180713,R-15-B,7,0.929,0.908,
P. astreoides,20180713,R-15-B,8,0.866,0.809,
P. astreoides,20180713,R-15-B,9,0.888,0.783,
P. astreoides,20180713,R-15-B,10,0.974,0.899,
P. astreoides,20180713,R-19-A,1,1.152,1.116,
P. astreoides,20180713,R-19-A,2,0.968,0.954,
P. astreoides,20180713,R-19-A,3,0.96,0.843,
P. astreoides,20180713,R-19-A,4,0.985,0.88,
P. astreoides,20180713,R-19-A,5,1.098,1.082,
P. astreoides,20180713,R-19-A,6,0.969,0.931,
P. astreoides,20180713,R-19-A,7,1.063,1.005,
P. astreoides,20180713,R-19-A,8,1.11,1.088,
P. astreoides,20180713,R-19-A,9,1.02,0.997,
P. astreoides,20180713,R-19-A,10,0.944,0.905,
P. astreoides,20180713,R-9-A,1,0.707,0.655,
P. astreoides,20180713,R-9-A,2,0.896,0.652,
P. astreoides,20180713,R-9-A,3,0.86,0.74,
P. astreoides,20180713,R-9-A,4,0.81,0.742,
P. astreoides,20180713,R-9-A,5,0.942,0.924,
P. astreoides,20180713,R-9-A,6,0.794,0.794,
P. astreoides,20180713,R-9-A,7,0.772,0.767,
P. astreoides,20180713,R-9-A,8,0.801,0.758,
P. astreoides,20180713,R-9-A,9,0.862,0.627,
P. astreoides,20180713,R-9-A,10,0.686,0.621,
P. astreoides,20180713,R-7-B,1,0.891,0.891,
P. astreoides,20180713,R-7-B,2,0.892,0.841,
P. astreoides,20180713,R-7-B,3,0.876,0.872,
P. astreoides,20180713,R-7-B,4,0.898,0.835,
P. astreoides,20180713,R-7-B,5,0.993,0.944,
P. astreoides,20180713,R-7-B,6,0.921,0.889,
P. astreoides,20180713,R-7-B,7,0.862,0.801,
P. astreoides,20180713,R-7-B,8,0.893,0.671,
P. astreoides,20180713,R-7-B,9,0.854,0.809,
P. astreoides,20180713,R-7-B,10,0.911,0.883,
P. astreoides,20180713,R-8-A,1,0.974,0.965,
P. astreoides,20180713,R-8-A,2,1.046,0.959,
P. astreoides,20180713,R-8-A,3,1.101,1.072,
P. astreoides,20180713,R-8-A,4,0.951,0.845,
P. astreoides,20180713,R-8-A,5,1.104,1.067,
P. astreoides,20180713,R-8-A,6,0.725,0.705,
P. astreoides,20180713,R-8-A,7,0.919,0.903,
P. astreoides,20180713,R-8-A,8,1.027,0.997,
P. astreoides,20180713,R-8-A,9,0.863,0.839,
P. astreoides,20180713,R-8-A,10,0.933,0.928,
P. astreoides,20180713,P-6-B,1,0.877,0.875,
P. astreoides,20180713,P-6-B,2,0.839,0.611,
P. astreoides,20180713,P-6-B,3,0.887,0.538,
P. astreoides,20180713,P-6-B,4,0.939,0.879,
P. astreoides,20180713,P-6-B,5,0.892,0.784,
P. astreoides,20180713,P-6-B,6,0.953,0.941,
P. astreoides,20180713,P-6-B,7,0.864,0.806,
P. astreoides,20180713,P-6-B,8,0.655,0.564,
P. astreoides,20180713,P-6-B,9,0.794,0.677,
P. astreoides,20180713,P-6-B,10,0.769,0.703,
P. astreoides,20180713,R-7-A,1,0.881,0.852,
P. astreoides,20180713,R-7-A,2,0.827,0.823,
P. astreoides,20180713,R-7-A,3,0.915,0.895,
P. astreoides,20180713,R-7-A,4,0.783,0.736,
P. astreoides,20180713,R-7-A,5,0.848,0.845,
P. astreoides,20180713,R-7-A,6,0.881,0.845,
P. astreoides,20180713,R-7-A,7,1.009,0.992,
P. astreoides,20180713,R-7-A,8,0.888,0.867,
P. astreoides,20180713,R-7-A,9,0.935,0.901,
P. astreoides,20180713,R-7-A,10,0.885,0.872,
P. astreoides,20180713,R-14-B,1,0.877,0.852,
P. astreoides,20180713,R-14-B,2,1.102,1.059,
P. astreoides,20180713,R-14-B,3,0.866,0.76,
P. astreoides,20180713,R-14-B,4,0.925,0.897,
P. astreoides,20180713,R-14-B,5,1.063,0.994,
P. astreoides,20180713,R-14-B,6,1.025,0.991,
P. astreoides,20180713,R-14-B,7,0.951,0.886,
P. astreoides,20180713,R-14-B,8,0.781,0.753,
P. astreoides,20180713,R-14-B,9,1.042,0.935,
P. astreoides,20180713,R-14-B,10,0.966,0.947,
P. astreoides,20180713,P-19-A,1,0.839,0.791,
P. astreoides,20180713,P-19-A,2,0.87,0.861,
P. astreoides,20180713,P-19-A,3,0.771,0.748,
P. astreoides,20180713,P-19-A,4,0.843,0.787,
P. astreoides,20180713,P-19-A,5,0.819,0.793,
P. astreoides,20180713,P-19-A,6,0.683,0.671,
P. astreoides,20180713,P-19-A,7,0.888,0.859,
P. astreoides,20180713,P-19-A,8,0.777,0.73,
P. astreoides,20180713,R-15-A,1,1.002,0.814,
P. astreoides,20180713,R-15-A,2,1.179,1.145,
P. astreoides,20180713,R-15-A,3,0.939,0.912,
P. astreoides,20180713,R-15-A,4,1.199,1.134,
P. astreoides,20180713,R-15-A,5,1.154,1.13,
P. astreoides,20180713,R-15-A,6,1.066,0.84,
P. astreoides,20180713,R-15-A,7,1.168,1.064,
P. astreoides,20180713,R-15-A,8,1.202,1.196,
P. astreoides,20180713,R-15-A,9,1.224,1.115,
P. astreoides,20180713,R-15-A,10,0.93,0.905,
P. astreoides,20180713,P-9-B,1,0.842,0.812,
P. astreoides,20180713,P-9-B,2,0.832,0.824,
P. astreoides,20180713,P-9-B,3,0.761,0.761,
P. astreoides,20180713,P-9-B,4,0.769,0.696,
P. astreoides,20180713,P-9-B,5,0.719,0.685,
P. astreoides,20180713,P-9-B,6,0.799,0.756,
P. astreoides,20180713,P-9-B,7,0.74,0.706,
P. astreoides,20180713,P-9-B,8,0.787,0.776,
P. astreoides,20180713,P-9-B,9,0.771,0.742,
P. astreoides,20180713,P-9-B,10,0.868,0.865,
P. astreoides,20180714,P-12-A,1,0.632,0.511,
P. astreoides,20180714,P-12-A,2,0.679,0.612,
P. astreoides,20180714,P-12-A,3,0.718,0.704,
P. astreoides,20180714,P-12-A,4,0.705,0.649,
P. astreoides,20180714,P-12-A,5,0.773,0.765,
P. astreoides,20180714,P-12-A,6,0.595,0.46,
P. astreoides,20180714,P-12-A,7,0.633,0.46,
P. astreoides,20180714,P-12-A,8,0.533,0.527,
P. astreoides,20180714,P-12-A,9,0.755,0.622,
P. astreoides,20180714,P-12-A,10,0.608,0.601,
P. astreoides,20180714,R-15-A,1,0.836,0.783,
P. astreoides,20180714,R-15-A,2,0.917,0.842,
P. astreoides,20180714,R-15-A,3,1.129,1.094,
P. astreoides,20180714,R-15-A,4,0.88,0.847,
P. astreoides,20180714,R-15-A,5,0.946,0.943,
P. astreoides,20180714,R-15-A,6,0.829,0.787,
P. astreoides,20180714,R-15-A,7,0.814,0.755,
P. astreoides,20180714,R-15-A,8,0.859,0.846,
P. astreoides,20180714,R-15-A,9,0.848,0.756,
P. astreoides,20180714,R-15-A,10,0.864,0.717,
P. astreoides,20180714,P-6-B,1,0.738,0.708,
P. astreoides,20180714,P-6-B,2,0.694,0.568,
P. astreoides,20180714,P-6-B,3,0.694,0.594,
P. astreoides,20180714,P-6-B,4,0.708,0.695,
P. astreoides,20180714,P-6-B,5,0.816,0.804,
P. astreoides,20180714,P-6-B,6,0.766,0.729,
P. astreoides,20180714,P-6-B,7,0.506,0.497,
P. astreoides,20180714,P-6-B,8,0.772,0.727,
P. astreoides,20180714,P-6-B,9,0.821,0.809,
P. astreoides,20180714,P-6-B,10,0.811,0.774,
P. astreoides,20180714,P-19-A,1,0.702,0.617,
P. astreoides,20180714,P-19-A,2,0.733,0.644,
P. astreoides,20180714,P-19-A,3,0.609,0.514,
P. astreoides,20180714,P-19-A,4,0.767,0.702,
P. astreoides,20180714,P-19-A,5,0.742,0.644,
P. astreoides,20180714,P-19-A,6,0.623,0.386,
P. astreoides,20180714,P-19-A,7,0.706,0.651,
P. astreoides,20180714,P-19-A,8,0.62,0.608,
P. astreoides,20180714,P-19-A,9,0.55,0.484,
P. astreoides,20180714,P-19-A,10,0.626,0.585,
P. astreoides,20180714,P-19-A,11,0.752,0.599,
P. astreoides,20180714,P-19-B,1,0.718,0.679,
P. astreoides,20180714,P-19-B,2,0.757,0.74,
P. astreoides,20180714,P-19-B,3,0.811,0.673,
P. astreoides,20180714,P-19-B,4,0.665,0.604,
P. astreoides,20180714,P-19-B,5,0.8,0.719,
P. astreoides,20180714,P-19-B,6,0.692,0.618,
P. astreoides,20180714,P-19-B,7,0.738,0.486,
P. astreoides,20180714,P-19-B,8,0.727,0.496,
P. astreoides,20180714,P-19-B,9,0.785,0.498,
P. astreoides,20180714,P-19-B,10,0.635,0.6,
P. astreoides,20180714,R-19-B,1,0.901,0.769,
P. astreoides,20180714,R-19-B,2,0.978,0.79,
P. astreoides,20180714,R-19-B,3,0.77,0.748,
P. astreoides,20180714,R-19-B,4,0.859,0.754,
P. astreoides,20180714,R-19-B,5,0.988,0.935,
P. astreoides,20180714,R-19-B,6,0.751,0.571,
P. astreoides,20180714,R-19-B,7,0.785,0.597,
P. astreoides,20180714,R-19-B,8,0.785,0.611,
P. astreoides,20180714,R-19-B,9,0.789,0.598,
P. astreoides,20180714,R-19-B,10,0.878,0.781,
P. astreoides,20180714,R-19-B,11,0.86,0.788,
P. astreoides,20180714,R-19-B,12,0.522,0.453,
P. astreoides,20180714,R-7-B,1,1.053,0.945,
P. astreoides,20180714,R-7-B,2,0.907,0.892,
P. astreoides,20180714,R-7-B,3,0.964,0.756,
P. astreoides,20180714,R-7-B,4,0.857,0.633,
P. astreoides,20180714,R-7-B,5,0.857,0.828,
P. astreoides,20180714,R-7-B,6,0.911,0.87,
P. astreoides,20180714,R-7-B,7,0.909,0.893,
P. astreoides,20180714,R-7-B,8,0.861,0.848,
P. astreoides,20180714,R-7-B,9,1.052,0.771,
P. astreoides,20180714,R-7-A,1,1.063,0.742,
P. astreoides,20180714,R-7-A,2,1.084,0.819,
P. astreoides,20180714,R-7-A,3,0.989,0.765,
P. astreoides,20180714,R-7-A,4,1.022,0.723,
P. astreoides,20180714,R-7-A,5,0.937,0.819,
P. astreoides,20180714,R-7-A,6,0.834,0.708,
P. astreoides,20180714,R-7-A,7,0.951,0.888,
P. astreoides,20180714,R-7-A,8,0.993,0.862,
P. astreoides,20180714,R-7-A,9,1.117,0.741,
P. astreoides,20180714,R-7-A,10,0.878,0.733,
P. astreoides,20180714,R-7-A,11,0.691,0.681,
P. astreoides,20180714,R-15-B,1,1.004,0.883,
P. astreoides,20180714,R-15-B,2,0.781,0.539,
P. astreoides,20180714,R-15-B,3,0.694,0.662,
P. astreoides,20180714,R-15-B,4,1.27,0.737,
P. astreoides,20180714,R-15-B,5,0.802,0.788,
P. astreoides,20180714,R-15-B,6,0.951,0.889,
P. astreoides,20180714,R-15-B,7,0.954,0.936,
P. astreoides,20180714,R-15-B,8,0.949,0.71,
P. astreoides,20180714,R-15-B,9,0.828,0.774,
P. astreoides,20180714,R-15-B,10,1.175,0.743,
P. astreoides,20180714,R-8-A,1,0.86,0.824,
P. astreoides,20180714,R-8-A,2,0.869,0.842,
P. astreoides,20180714,R-8-A,3,0.848,0.671,
P. astreoides,20180714,R-8-A,4,0.948,0.927,
P. astreoides,20180714,R-8-A,5,0.897,0.875,
P. astreoides,20180714,R-8-A,6,0.74,0.703,
P. astreoides,20180714,R-8-A,7,0.844,0.802,
P. astreoides,20180714,R-8-A,8,0.758,0.753,
P. astreoides,20180714,R-8-A,9,0.771,0.744,
P. astreoides,20180715,P-19-A,1,0.77,0.648,
P. astreoides,20180715,P-19-A,2,0.828,0.763,
P. astreoides,20180715,P-19-A,3,0.766,0.745,
P. astreoides,20180715,P-19-A,4,0.737,0.763,
P. astreoides,20180715,P-19-A,5,0.768,0.768,
P. astreoides,20180715,P-19-A,6,0.901,0.872,
P. astreoides,20180715,P-19-A,7,0.659,0.6,
P. astreoides,20180715,P-19-A,8,0.942,0.876,
P. astreoides,20180715,P-19-A,9,0.873,0.767,
P. astreoides,20180715,P-19-A,10,0.891,0.774,
P. astreoides,20180715,P-6-B,1,0.821,0.759,
P. astreoides,20180715,P-6-B,2,0.828,0.736,
P. astreoides,20180715,P-6-B,3,0.912,0.827,
P. astreoides,20180715,P-6-B,4,0.949,0.902,
P. astreoides,20180715,P-6-B,5,0.802,0.784,
P. astreoides,20180715,P-6-B,6,0.79,0.786,
P. astreoides,20180715,P-6-B,7,0.658,0.655,
P. astreoides,20180715,P-6-B,8,0.682,0.656,
P. astreoides,20180715,P-6-B,9,0.702,0.541,
P. astreoides,20180715,P-6-B,10,0.711,0.617,
P. astreoides,20180715,R-7-A,1,1.122,0.762,
P. astreoides,20180715,R-7-A,2,0.925,0.883,
P. astreoides,20180715,R-7-A,3,1.149,0.857,
P. astreoides,20180715,R-7-A,4,0.937,0.93,
P. astreoides,20180715,R-7-A,5,1.034,0.843,
P. astreoides,20180715,R-7-A,6,1.267,0.842,
P. astreoides,20180715,R-7-A,7,1.245,0.77,
P. astreoides,20180715,R-7-A,8,1.044,0.921,
P. astreoides,20180715,R-7-A,9,0.978,0.902,
P. astreoides,20180715,R-7-A,10,1.068,1.022,
P. astreoides,20180715,P-12-A,1,0.71,0.637,
P. astreoides,20180715,P-12-A,2,0.595,0.535,
P. astreoides,20180715,P-12-A,3,0.598,0.596,
P. astreoides,20180715,P-12-A,4,0.614,0.593,
P. astreoides,20180715,P-12-A,5,0.439,0.424,
P. astreoides,20180715,P-12-A,6,0.639,0.501,
P. astreoides,20180715,P-12-A,7,0.513,0.459,
P. astreoides,20180715,P-12-A,8,0.589,0.493,
P. astreoides,20180715,P-12-A,9,0.754,0.59,
P. astreoides,20180715,P-12-A,10,0.684,0.662,
P. astreoides,20180715,R-7-B,1,0.798,0.789,
P. astreoides,20180715,R-7-B,2,0.923,0.901,
P. astreoides,20180715,R-7-B,3,0.989,0.616,
P. astreoides,20180715,R-7-B,4,0.908,0.822,
P. astreoides,20180715,R-7-B,5,0.858,0.8,
P. astreoides,20180715,R-7-B,6,0.85,0.662,
P. astreoides,20180715,R-7-B,7,0.809,0.775,
P. astreoides,20180715,R-7-B,8,0.906,0.786,
P. astreoides,20180715,R-7-B,9,1.044,0.915,
P. astreoides,20180715,R-7-B,10,0.837,0.498,
P. astreoides,20180716,R-7-B,1,0.958,0.809,
P. astreoides,20180716,R-7-B,2,0.974,0.911,
P. astreoides,20180716,R-7-B,3,0.901,0.871,
P. astreoides,20180716,R-7-B,4,1.056,0.69,
P. astreoides,20180716,R-7-B,5,0.988,0.64,
P. astreoides,20180716,R-7-B,6,0.998,0.788,
P. astreoides,20180716,R-7-B,7,1.22,0.678,
P. astreoides,20180716,R-7-B,8,0.993,0.932,
P. astreoides,20180716,R-7-B,9,1.058,0.905,
P. astreoides,20180716,R-7-B,10,1.049,0.918,
P. astreoides,20180716,R-7-B,11,1.147,1.056,
P. astreoides,20180716,P-19-A,1,0.692,0.656,
P. astreoides,20180716,P-19-A,2,0.916,0.84,
P. astreoides,20180716,P-19-A,3,0.776,0.662,
P. astreoides,20180716,P-19-A,4,0.782,0.764,
P. astreoides,20180716,P-19-A,5,0.819,0.669,
P. astreoides,20180716,P-19-A,6,0.782,0.782,
P. astreoides,20180716,P-19-A,7,0.92,0.9,
P. astreoides,20180716,P-19-A,8,0.743,0.699,
P. astreoides,20180716,P-19-A,9,0.819,0.552,
P. astreoides,20180716,P-19-A,10,0.816,0.729,
P. astreoides,20180717,R-7-B,1,0.959,0.826,
P. astreoides,20180717,R-7-B,2,0.869,0.73,
P. astreoides,20180717,R-7-B,3,1.113,0.842,
P. astreoides,20180717,R-7-B,4,0.539,0.536,
P. astreoides,20180717,R-7-B,5,0.891,0.85,
P. astreoides,20180717,R-7-B,6,1.169,0.79,
P. astreoides,20180717,R-7-B,7,1.018,0.78,
P. astreoides,20180717,R-7-B,8,1.1,0.927,
P. astreoides,20180717,R-7-B,9,1.254,0.921,
P. astreoides,20180717,R-7-B,10,1.033,0.788,
P. astreoides,20180717,R-7-A,1,1.226,0.897,
P. astreoides,20180717,R-7-A,2,1.076,0.861,
P. astreoides,20180717,R-7-A,3,0.889,0.81,
P. astreoides,20180717,R-7-A,4,1.018,0.851,
P. astreoides,20180717,R-7-A,5,1.036,0.682,
P. astreoides,20180717,R-7-A,6,1.092,0.662,
P. astreoides,20180717,R-7-A,7,0.812,0.739,
P. astreoides,20180717,R-7-A,8,0.988,0.919,
P. astreoides,20180717,R-7-A,9,0.841,0.83,
P. astreoides,20180717,R-7-A,10,0.945,0.918,
P. astreoides,20180717,P-19-A,1,0.68,0.544,
P. astreoides,20180717,P-19-A,2,0.729,0.656,
P. astreoides,20180717,P-19-A,3,0.847,0.719,
P. astreoides,20180717,P-19-A,4,0.693,0.686,
P. astreoides,20180717,P-19-A,5,0.817,0.807,
P. astreoides,20180717,P-19-A,6,0.653,0.601,
P. astreoides,20180717,P-19-A,7,0.727,0.711,
P. astreoides,20180717,P-19-A,8,0.835,0.708,
P. astreoides,20180717,P-19-A,9,0.852,0.536,
P. astreoides,20180717,P-19-A,10,0.735,0.607,
P. astreoides,20180718,R-7-B,1,1.134,0.772,
P. astreoides,20180718,R-7-B,2,0.948,0.658,
P. astreoides,20180718,R-7-B,3,0.977,0.897,
P. astreoides,20180718,R-7-B,4,1.179,0.941,
P. astreoides,20180718,R-7-B,5,1.311,0.916,
P. astreoides,20180718,R-7-B,6,1.1,0.836,
P. astreoides,20180718,R-7-B,7,1.131,1.104,
P. astreoides,20180718,R-7-B,8,0.918,0.717,
P. astreoides,20180718,R-7-B,9,1.037,1.034,
P. astreoides,20180718,R-7-B,10,1.424,0.972,
